invoice_id,business_id,customer_id,invoice_number,customer_name,invoice_amount,invoice_date,due_date,actual_payment_date,delay_days,invoice_status,customer_location,customer_type,payment_terms,customer_risk_score,invoice_category
1389,3,128,INV-11389,"Khanna, Sodhi and Ram",88176.4,2025-07-16,2025-08-30,,223,overdue,Bikaner,local shop,Net 45,medium,retail order
1390,21,234,INV-11390,Bir Ltd,555838.03,2025-10-03,2025-11-17,2025-12-14,27,paid,Gulbarga,local shop,Net 45,high,wholesale order
1391,20,3,INV-11391,Kata-Samra,764622.09,2025-12-28,2026-02-11,,58,overdue,Warangal,wholesaler,Net 45,medium,export order
1392,39,125,INV-11392,Ramachandran-Prabhu,6431.15,2026-01-07,2026-03-08,,33,overdue,Rourkela,wholesaler,Net 60,high,wholesale order
1393,21,147,INV-11393,"Dugal, Guha and Goswami",129248.07,2026-04-03,2026-05-03,,12,overdue,Eluru,retailer,Net 30,high,raw materials
1394,33,303,INV-11394,"D’Alia, Sen and Chadha",853594.77,2025-09-08,2025-10-23,,0,pending,Thrissur,local shop,Net 45,medium,export order
1395,23,201,INV-11395,Kashyap Inc,761626.84,2025-08-11,2025-09-10,2025-08-13,0,paid,Sambalpur,local shop,Net 30,low,retail order
1396,20,112,INV-11396,Butala-Lad,514499.79,2025-06-15,2025-08-14,,239,overdue,Dehradun,corporate,Net 60,low,retail order
1397,30,314,INV-11397,Mani-Walia,40323.25,2025-11-19,2025-12-19,2025-11-23,0,paid,Dindigul,corporate,Net 30,low,retail order
1398,32,177,INV-11398,Ranganathan Group,156427.61,2025-09-13,2025-10-13,,0,pending,Bahraich,retailer,Net 30,high,retail order
1399,32,381,INV-11399,"Sengupta, Dave and Mall",397951.3,2025-10-24,2025-11-08,2025-11-08,0,paid,Mehsana,wholesaler,Net 15,low,raw materials
1400,36,102,INV-11400,"Hari, Mitter and Borah",834854.0,2025-04-14,2025-04-29,,346,overdue,Suryapet,distributor,Net 15,low,export order
1401,34,111,INV-11401,Kamdar-Dua,29336.42,2025-04-21,2025-05-21,2025-05-13,0,paid,Khammam,wholesaler,Net 30,medium,export order
1402,20,344,INV-11402,"Bhatt, Tiwari and Joshi",977193.01,2025-11-02,2025-11-17,2025-11-03,0,paid,Tiruchirappalli,retailer,Net 15,medium,raw materials
1403,14,109,INV-11403,Dhaliwal-Date,58639.61,2025-10-22,2025-12-21,,0,pending,Pimpri-Chinchwad,wholesaler,Net 60,medium,retail order
1404,42,2,INV-11404,Peri Ltd,315332.89,2025-04-21,2025-06-20,,0,pending,Mango,retailer,Net 60,high,raw materials
1405,37,149,INV-11405,Ganesan-Karan,641801.18,2025-12-01,2025-12-16,2026-02-16,62,paid,Hyderabad,distributor,Net 15,high,retail order
1406,22,299,INV-11406,"Deep, Kala and Deshmukh",970046.2,2025-06-23,2025-07-08,,0,pending,Serampore,distributor,Net 15,low,retail order
1407,23,387,INV-11407,"Mane, Mitter and Prabhu",992353.59,2025-06-18,2025-07-18,,0,pending,Shahjahanpur,distributor,Net 30,medium,raw materials
1408,48,269,INV-11408,"Parikh, Dave and Mann",336634.49,2025-08-03,2025-10-02,,190,overdue,Shimla,local shop,Net 60,low,export order
1409,35,212,INV-11409,Morar-Chandran,315393.48,2026-01-11,2026-03-12,,0,pending,Tirupati,wholesaler,Net 60,high,wholesale order
1410,22,308,INV-11410,Menon PLC,85167.78,2025-08-26,2025-10-10,,0,pending,Tinsukia,retailer,Net 45,low,export order
1411,25,116,INV-11411,Dhillon-Narula,426139.38,2026-01-12,2026-01-27,2026-02-26,30,paid,Hindupur,wholesaler,Net 15,high,retail order
1412,5,489,INV-11412,Koshy-Padmanabhan,506939.07,2025-11-13,2025-12-13,,0,pending,Gangtok,retailer,Net 30,medium,retail order
1413,41,386,INV-11413,Dugal PLC,35097.79,2025-09-09,2025-10-24,,168,overdue,Nagercoil,corporate,Net 45,low,raw materials
1414,30,457,INV-11414,Narain and Sons,249289.07,2025-11-05,2026-01-04,,96,overdue,Sri Ganganagar,wholesaler,Net 60,medium,wholesale order
1415,22,492,INV-11415,Ghosh and Sons,694105.56,2026-03-14,2026-05-13,,0,pending,Bhiwani,retailer,Net 60,high,retail order
1416,21,186,INV-11416,Gandhi-Krish,36447.94,2025-09-09,2025-10-24,,168,overdue,Kadapa,retailer,Net 45,high,export order
1417,7,233,INV-11417,"Chadha, Kohli and Kalla",566340.09,2026-02-26,2026-03-13,,0,pending,Haldia,corporate,Net 15,high,retail order
1418,18,179,INV-11418,"Chadha, Kapadia and Guha",592840.64,2025-08-29,2025-09-28,2025-10-24,26,paid,Patiala,distributor,Net 30,medium,wholesale order
1419,49,215,INV-11419,"Khosla, Deshmukh and Dara",438617.75,2025-12-29,2026-02-12,,0,pending,Malda,distributor,Net 45,low,retail order
1420,40,146,INV-11420,Mody and Sons,816059.25,2025-07-05,2025-07-20,2025-07-07,0,paid,Malda,local shop,Net 15,medium,wholesale order
1421,34,476,INV-11421,Sibal-Ahluwalia,910633.99,2025-08-21,2025-09-20,,202,overdue,Rourkela,corporate,Net 30,medium,retail order
1422,24,134,INV-11422,Goyal-Bawa,598658.17,2026-04-02,2026-04-17,,0,pending,Khammam,wholesaler,Net 15,low,retail order
1423,24,413,INV-11423,Vyas-Batta,361144.34,2026-03-12,2026-04-11,,26,overdue,Dewas,corporate,Net 30,medium,export order
1424,39,112,INV-11424,Butala-Lad,373258.29,2025-04-24,2025-06-23,,0,pending,Dehradun,corporate,Net 60,low,wholesale order
1425,32,5,INV-11425,Jha-Subramanian,108356.31,2026-02-23,2026-03-10,2026-03-02,0,paid,Bardhaman,local shop,Net 15,low,export order
1426,35,295,INV-11426,Issac-Chaudhry,995576.62,2025-04-26,2025-05-26,,319,overdue,Pallavaram,corporate,Net 30,medium,wholesale order
1427,24,116,INV-11427,Dhillon-Narula,273659.22,2025-11-23,2026-01-07,2026-02-08,32,paid,Hindupur,wholesaler,Net 45,high,wholesale order
1428,38,376,INV-11428,Magar-Buch,841351.59,2026-01-24,2026-03-25,2026-03-09,0,paid,Bijapur,retailer,Net 60,low,retail order
1429,3,345,INV-11429,Bobal Inc,826478.27,2025-04-14,2025-04-29,,0,pending,Panvel,wholesaler,Net 15,medium,export order
1430,48,483,INV-11430,Dyal-Bahri,540283.46,2025-11-24,2026-01-23,,77,overdue,Malda,local shop,Net 60,low,export order
1431,48,135,INV-11431,"Ramakrishnan, Kalla and Batta",168189.14,2025-08-07,2025-09-06,2025-09-06,0,paid,Dharmavaram,wholesaler,Net 30,low,export order
1432,42,414,INV-11432,"Bhatt, Toor and Kala",806162.77,2026-03-14,2026-04-13,2026-05-20,37,paid,Bongaigaon,retailer,Net 30,high,raw materials
1433,15,495,INV-11433,Lad-Talwar,589111.51,2025-07-10,2025-07-25,2025-07-28,3,paid,Sirsa,retailer,Net 15,medium,wholesale order
1434,40,382,INV-11434,Kari-Sandal,963930.84,2025-05-18,2025-06-17,,297,overdue,Bhilwara,local shop,Net 30,medium,retail order
1435,25,69,INV-11435,Sampath and Sons,133519.38,2025-08-10,2025-08-25,,0,pending,Panipat,local shop,Net 15,high,raw materials
1436,35,319,INV-11436,Nair-Sandhu,964321.17,2025-08-03,2025-10-02,2025-11-14,43,paid,Siwan,wholesaler,Net 60,high,retail order
1437,10,125,INV-11437,Ramachandran-Prabhu,367584.25,2025-07-19,2025-08-18,2025-09-07,20,paid,Rourkela,wholesaler,Net 30,high,raw materials
1438,1,166,INV-11438,Jayaraman-Sridhar,519100.7,2026-02-04,2026-03-21,,20,overdue,Srikakulam,retailer,Net 45,low,raw materials
1439,3,124,INV-11439,Sabharwal-Acharya,103334.26,2026-02-08,2026-03-25,2026-04-17,23,paid,Adoni,corporate,Net 45,high,retail order
1440,8,141,INV-11440,Baral LLC,174808.55,2025-08-03,2025-08-18,,235,overdue,Karaikudi,wholesaler,Net 15,medium,raw materials
1441,7,466,INV-11441,Kunda Inc,859752.21,2025-06-11,2025-07-26,2025-08-17,22,paid,Kolkata,distributor,Net 45,high,raw materials
1442,45,193,INV-11442,Minhas LLC,654214.69,2026-01-18,2026-03-19,,22,overdue,Yamunanagar,retailer,Net 60,high,export order
1443,39,173,INV-11443,Reddy-Vora,334639.82,2025-12-29,2026-01-13,2026-01-10,0,paid,Gangtok,distributor,Net 15,medium,wholesale order
1444,14,12,INV-11444,"Kohli, Sharma and Dash",22686.35,2025-04-14,2025-05-29,,316,overdue,Agartala,local shop,Net 45,high,export order
1445,5,419,INV-11445,"Char, Aurora and Sampath",954172.09,2026-01-17,2026-02-16,,0,pending,Vasai-Virar,corporate,Net 30,low,raw materials
1446,8,468,INV-11446,Jani-Khatri,253860.27,2025-09-03,2025-10-18,2025-10-11,0,paid,Aurangabad,distributor,Net 45,medium,export order
1447,33,429,INV-11447,"Nadkarni, Anand and Pradhan",51871.11,2025-04-17,2025-05-02,2025-04-30,0,paid,Bhagalpur,distributor,Net 15,low,wholesale order
1448,47,153,INV-11448,Dutt-Pingle,412610.38,2025-08-18,2025-10-02,,190,overdue,Muzaffarpur,wholesaler,Net 45,low,wholesale order
1449,14,120,INV-11449,"Bandi, Ramanathan and Thakkar",887587.04,2025-09-27,2025-11-26,2026-02-23,89,paid,Chinsurah,local shop,Net 60,high,wholesale order
1450,23,328,INV-11450,Mangat Group,849882.57,2026-04-07,2026-05-07,2026-04-10,0,paid,Nellore,distributor,Net 30,medium,raw materials
1451,10,51,INV-11451,Kala-Pal,187096.52,2025-09-09,2025-09-24,,0,pending,Gaya,distributor,Net 15,medium,wholesale order
1452,48,339,INV-11452,Gokhale-Kothari,406751.42,2025-10-06,2025-12-05,,0,pending,Bhilwara,distributor,Net 60,medium,export order
1453,12,225,INV-11453,Nigam and Sons,133821.15,2025-12-20,2026-02-18,2025-12-28,0,paid,Deoghar,retailer,Net 60,low,raw materials
1454,22,122,INV-11454,Ratta-Barad,268685.21,2025-06-20,2025-07-05,,0,pending,Motihari,distributor,Net 15,high,raw materials
1455,28,463,INV-11455,Karan Ltd,664451.53,2025-07-22,2025-08-21,2025-10-20,60,paid,Ghaziabad,wholesaler,Net 30,high,export order
1456,22,116,INV-11456,Dhillon-Narula,483195.16,2025-09-23,2025-11-07,2026-01-14,68,paid,Hindupur,wholesaler,Net 45,high,wholesale order
1457,41,41,INV-11457,"Gala, Gulati and Gade",723535.86,2025-07-16,2025-07-31,,253,overdue,Ichalkaranji,wholesaler,Net 15,low,wholesale order
1458,24,338,INV-11458,Hayer-Solanki,32584.99,2025-07-11,2025-09-09,,213,overdue,Giridih,distributor,Net 60,medium,export order
1459,45,363,INV-11459,"Venkataraman, Bhasin and Ramakrishnan",772800.17,2025-07-11,2025-09-09,,213,overdue,Suryapet,corporate,Net 60,low,raw materials
1460,36,447,INV-11460,"Gaba, Zachariah and Patla",77229.18,2025-07-31,2025-08-30,,0,pending,Bhopal,corporate,Net 30,high,export order
1461,28,46,INV-11461,Prakash-Roy,326003.92,2026-01-10,2026-02-09,2026-01-30,0,paid,Tiruvottiyur,local shop,Net 30,low,export order
1462,15,161,INV-11462,Sanghvi Group,561320.14,2026-01-30,2026-03-16,,25,overdue,Morena,distributor,Net 45,high,retail order
1463,12,404,INV-11463,Modi-Samra,456937.73,2025-11-12,2026-01-11,,0,pending,South Dumdum,corporate,Net 60,high,raw materials
1464,20,399,INV-11464,Chanda-Lad,121938.31,2025-08-13,2025-10-12,,180,overdue,Bilaspur,local shop,Net 60,low,retail order
1465,40,325,INV-11465,Bhatnagar-Taneja,978380.92,2026-03-18,2026-04-17,,0,pending,Kadapa,retailer,Net 30,low,raw materials
1466,38,324,INV-11466,"Peri, Bose and Rout",494133.85,2025-12-29,2026-02-27,2026-03-07,8,paid,Bareilly,retailer,Net 60,medium,wholesale order
1467,22,81,INV-11467,Deep-Sanghvi,654557.67,2025-08-12,2025-09-26,,196,overdue,Bhusawal,distributor,Net 45,high,wholesale order
1468,41,339,INV-11468,Gokhale-Kothari,108216.9,2026-01-04,2026-01-19,,0,pending,Bhilwara,distributor,Net 15,medium,retail order
1469,1,132,INV-11469,Sangha Group,746806.91,2026-01-05,2026-01-20,,0,pending,Ratlam,distributor,Net 15,low,wholesale order
1470,16,3,INV-11470,Kata-Samra,566923.91,2025-09-01,2025-10-16,,176,overdue,Warangal,wholesaler,Net 45,medium,raw materials
1471,9,206,INV-11471,Kibe Ltd,30334.42,2026-01-06,2026-01-21,,0,pending,Gorakhpur,retailer,Net 15,medium,retail order
1472,48,106,INV-11472,Kakar Inc,116775.79,2026-03-09,2026-04-08,,2,overdue,Kochi,retailer,Net 30,high,export order
1473,29,188,INV-11473,"Ratta, Lal and Basak",194017.24,2025-05-26,2025-06-10,,304,overdue,Kirari Suleman Nagar,distributor,Net 15,low,raw materials
1474,22,211,INV-11474,Shanker-Din,801434.1,2025-06-01,2025-06-16,,298,overdue,Raipur,retailer,Net 15,high,export order
1475,50,310,INV-11475,Bhagat Group,770359.69,2025-11-09,2025-12-09,2026-01-02,24,paid,Madurai,distributor,Net 30,medium,wholesale order
1476,4,246,INV-11476,Sen LLC,797889.9,2026-01-23,2026-02-07,,62,overdue,Asansol,distributor,Net 15,high,retail order
1477,41,302,INV-11477,Lanka LLC,27174.43,2025-04-22,2025-06-21,,293,overdue,Muzaffarpur,wholesaler,Net 60,low,retail order
1478,6,418,INV-11478,"Khurana, Lata and Basak",862887.96,2025-06-04,2025-08-03,2025-08-09,6,paid,Singrauli,retailer,Net 60,medium,export order
1479,33,231,INV-11479,Ghose-Sarin,318266.16,2025-05-17,2025-07-16,,268,overdue,Bihar Sharif,retailer,Net 60,medium,export order
1480,46,345,INV-11480,Bobal Inc,565406.46,2025-05-09,2025-06-08,,306,overdue,Panvel,wholesaler,Net 30,medium,wholesale order
1481,46,18,INV-11481,Kari Inc,795913.2,2025-09-26,2025-11-25,,0,pending,Tiruppur,retailer,Net 60,low,export order
1482,49,363,INV-11482,"Venkataraman, Bhasin and Ramakrishnan",448756.43,2025-07-17,2025-08-16,,0,pending,Suryapet,corporate,Net 30,low,retail order
1483,49,500,INV-11483,Narayan-Vohra,234321.18,2025-07-11,2025-08-25,,228,overdue,Jorhat,local shop,Net 45,high,wholesale order
1484,45,291,INV-11484,"Jani, Bhagat and Sodhi",210134.59,2025-05-17,2025-07-16,,268,overdue,Orai,wholesaler,Net 60,low,retail order
1485,26,349,INV-11485,Nayak and Sons,444406.08,2025-05-04,2025-06-18,,296,overdue,Tumkur,wholesaler,Net 45,medium,wholesale order
1486,45,125,INV-11486,Ramachandran-Prabhu,551381.82,2025-12-06,2026-01-05,,0,pending,Rourkela,wholesaler,Net 30,high,wholesale order
1487,21,116,INV-11487,Dhillon-Narula,328425.16,2025-04-18,2025-06-17,2025-06-23,6,paid,Hindupur,wholesaler,Net 60,high,retail order
1488,9,354,INV-11488,"Kade, Ramanathan and Jha",966538.15,2026-04-07,2026-04-22,,0,pending,Vasai-Virar,corporate,Net 15,high,retail order
1489,14,96,INV-11489,Johal-Mani,606961.44,2025-05-09,2025-06-23,,291,overdue,Kalyan-Dombivli,local shop,Net 45,high,export order
1490,32,64,INV-11490,Oak PLC,172992.0,2025-11-23,2025-12-23,,108,overdue,Warangal,wholesaler,Net 30,medium,export order
1491,15,463,INV-11491,Karan Ltd,809292.37,2025-05-13,2025-06-27,,287,overdue,Ghaziabad,wholesaler,Net 45,high,retail order
1492,3,372,INV-11492,Saxena-Sastry,463486.1,2025-10-13,2025-12-12,,119,overdue,Arrah,retailer,Net 60,high,retail order
1493,22,152,INV-11493,"Ramachandran, Padmanabhan and Pandya",304089.2,2026-01-18,2026-02-02,2026-02-27,25,paid,Gulbarga,wholesaler,Net 15,medium,retail order
1494,25,225,INV-11494,Nigam and Sons,76918.98,2026-02-26,2026-04-12,,0,pending,Deoghar,retailer,Net 45,low,retail order
1495,45,431,INV-11495,Nazareth Ltd,689885.27,2026-01-30,2026-03-16,2026-02-17,0,paid,Thoothukudi,wholesaler,Net 45,low,wholesale order
1496,40,162,INV-11496,"Mammen, Doctor and Lanka",779132.53,2025-05-09,2025-06-08,,306,overdue,Narasaraopet,wholesaler,Net 30,medium,wholesale order
1497,50,203,INV-11497,"Yogi, Jaggi and Muni",673515.06,2025-04-11,2025-06-10,,0,pending,Darbhanga,retailer,Net 60,medium,export order
1498,14,98,INV-11498,"Bumb, Ramaswamy and Hayre",941888.95,2025-12-24,2026-01-23,2026-01-04,0,paid,Rajkot,wholesaler,Net 30,medium,retail order
1499,5,176,INV-11499,Grover PLC,358242.99,2025-05-17,2025-07-01,2025-05-20,0,paid,Anand,retailer,Net 45,low,export order
1500,26,134,INV-11500,Goyal-Bawa,952389.56,2025-08-15,2025-09-14,,0,pending,Khammam,wholesaler,Net 30,low,raw materials
1501,22,302,INV-11501,Lanka LLC,596037.23,2026-02-03,2026-03-20,2026-02-17,0,paid,Muzaffarpur,wholesaler,Net 45,low,export order
1502,41,18,INV-11502,Kari Inc,269203.1,2025-07-22,2025-08-21,,232,overdue,Tiruppur,retailer,Net 30,low,raw materials
1503,13,426,INV-11503,"Rout, Hegde and Ganesan",147063.82,2026-04-08,2026-06-07,2026-06-05,0,paid,Hajipur,retailer,Net 60,medium,retail order
1504,9,500,INV-11504,Narayan-Vohra,912423.75,2026-02-21,2026-04-07,,3,overdue,Jorhat,local shop,Net 45,high,raw materials
1505,21,246,INV-11505,Sen LLC,225081.33,2025-08-24,2025-10-23,,0,pending,Asansol,distributor,Net 60,high,retail order
1506,33,252,INV-11506,"Vala, Shah and Kakar",658680.31,2025-06-18,2025-07-03,,0,pending,Medininagar,wholesaler,Net 15,high,retail order
1507,9,102,INV-11507,"Hari, Mitter and Borah",544431.22,2026-03-23,2026-04-22,,15,overdue,Suryapet,distributor,Net 30,low,wholesale order
1508,29,151,INV-11508,"Bhardwaj, Oza and Swamy",319952.15,2025-06-27,2025-08-11,,0,pending,Miryalaguda,corporate,Net 45,medium,export order
1509,19,432,INV-11509,Luthra PLC,870503.5,2025-07-11,2025-08-25,2025-07-14,0,paid,Thoothukudi,retailer,Net 45,low,export order
1510,15,386,INV-11510,Dugal PLC,975804.9,2025-07-19,2025-09-02,,220,overdue,Nagercoil,corporate,Net 45,low,export order
1511,15,178,INV-11511,"Cherian, Varughese and Mall",321230.87,2025-06-05,2025-07-20,2025-08-16,27,paid,Kishanganj,distributor,Net 45,high,export order
1512,7,259,INV-11512,Tara LLC,344139.87,2025-09-25,2025-10-25,2025-10-19,0,paid,Srikakulam,retailer,Net 30,low,retail order
1513,5,117,INV-11513,Bajwa Group,782114.2,2025-10-17,2025-12-01,2026-02-21,82,paid,Vijayawada,local shop,Net 45,high,retail order
1514,22,232,INV-11514,Raj-Sahota,958841.37,2025-09-20,2025-11-19,,0,pending,Buxar,wholesaler,Net 60,medium,raw materials
1515,34,350,INV-11515,Sandal and Sons,318089.74,2025-12-19,2026-01-18,,0,pending,Kulti,wholesaler,Net 30,low,retail order
1516,31,340,INV-11516,"Dave, Mahajan and Ramaswamy",578661.77,2025-08-06,2025-09-20,,0,pending,Thane,corporate,Net 45,low,raw materials
1517,38,366,INV-11517,Chatterjee-Dugal,216615.85,2026-02-01,2026-03-03,,0,pending,Firozabad,retailer,Net 30,high,retail order
1518,1,120,INV-11518,"Bandi, Ramanathan and Thakkar",212571.15,2026-03-17,2026-04-01,,0,pending,Chinsurah,local shop,Net 15,high,export order
1519,8,122,INV-11519,Ratta-Barad,560335.72,2026-04-03,2026-04-18,,15,overdue,Motihari,distributor,Net 15,high,export order
1520,10,371,INV-11520,Pandya-Swamy,384538.19,2025-12-30,2026-01-14,2026-03-25,70,paid,Jamshedpur,wholesaler,Net 15,high,wholesale order
1521,23,347,INV-11521,Karnik Inc,999577.94,2025-04-30,2025-06-29,,285,overdue,Ratlam,distributor,Net 60,high,retail order
1522,28,200,INV-11522,"Mall, Banik and Butala",258939.6,2026-03-06,2026-05-05,2026-06-07,33,paid,Bhiwani,corporate,Net 60,high,export order
1523,16,404,INV-11523,Modi-Samra,42066.67,2025-10-30,2025-12-14,,117,overdue,South Dumdum,corporate,Net 45,high,export order
1524,5,114,INV-11524,Sethi PLC,27578.99,2025-04-25,2025-06-09,2025-04-28,0,paid,Mumbai,distributor,Net 45,low,retail order
1525,6,270,INV-11525,"Kothari, Kumar and Doctor",318953.61,2025-09-08,2025-10-23,2025-09-26,0,paid,Srinagar,local shop,Net 45,low,retail order
1526,35,174,INV-11526,Chana LLC,185199.84,2025-08-30,2025-10-14,2025-09-15,0,paid,Machilipatnam,corporate,Net 45,low,retail order
1527,20,84,INV-11527,"Naik, Kakar and Borde",767741.71,2025-05-27,2025-06-11,,0,pending,Shivpuri,distributor,Net 15,medium,raw materials
1528,47,159,INV-11528,"Deshpande, Prabhakar and Ranganathan",3823.71,2025-05-10,2025-07-09,2025-05-25,0,paid,Ahmednagar,local shop,Net 60,low,raw materials
1529,43,58,INV-11529,Bajwa-Mangat,456348.6,2025-10-16,2025-11-30,,131,overdue,Rewa,corporate,Net 45,low,wholesale order
1530,34,365,INV-11530,Reddy-Sawhney,937445.46,2025-11-17,2026-01-01,,99,overdue,Hazaribagh,distributor,Net 45,low,export order
1531,40,342,INV-11531,"Bahri, Borra and Sidhu",508857.84,2025-06-30,2025-08-14,,0,pending,Vasai-Virar,local shop,Net 45,medium,export order
1532,10,99,INV-11532,Deshmukh-Mander,799550.86,2025-07-05,2025-08-19,2025-09-06,18,paid,Gulbarga,corporate,Net 45,high,retail order
1533,4,480,INV-11533,Chaudhari and Sons,574012.48,2025-12-04,2026-01-03,,97,overdue,Uluberia,distributor,Net 30,high,export order
1534,30,330,INV-11534,Thakur-Chaudhari,555360.62,2025-10-23,2025-11-07,,0,pending,Naihati,retailer,Net 15,medium,raw materials
1535,12,276,INV-11535,Chad LLC,146754.77,2025-06-24,2025-07-09,,0,pending,South Dumdum,retailer,Net 15,low,retail order
1536,39,361,INV-11536,"Srinivasan, Sarma and Pradhan",126532.12,2026-02-01,2026-02-16,2026-02-16,0,paid,Madhyamgram,local shop,Net 15,low,export order
1537,21,322,INV-11537,Pai-Grewal,127811.46,2025-06-04,2025-06-19,,0,pending,Nashik,local shop,Net 15,low,raw materials
1538,33,470,INV-11538,Pathak-Padmanabhan,616152.55,2025-11-01,2025-12-31,,100,overdue,Mangalore,wholesaler,Net 60,high,export order
1539,1,363,INV-11539,"Venkataraman, Bhasin and Ramakrishnan",315080.56,2026-04-01,2026-05-16,2026-05-06,0,paid,Suryapet,corporate,Net 45,low,wholesale order
1540,9,173,INV-11540,Reddy-Vora,220214.4,2025-09-22,2025-10-07,2025-10-07,0,paid,Gangtok,distributor,Net 15,medium,raw materials
1541,7,187,INV-11541,Vala Inc,820418.91,2025-05-20,2025-07-04,,280,overdue,Darbhanga,corporate,Net 45,low,retail order
1542,48,364,INV-11542,Bedi-Malhotra,243157.98,2026-02-11,2026-03-28,,13,overdue,Unnao,retailer,Net 45,high,retail order
1543,46,300,INV-11543,Salvi-Mahal,986590.35,2025-09-24,2025-11-08,,153,overdue,Begusarai,local shop,Net 45,medium,retail order
1544,18,330,INV-11544,Thakur-Chaudhari,632314.29,2026-01-10,2026-03-11,2026-01-13,0,paid,Naihati,retailer,Net 60,medium,raw materials
1545,19,252,INV-11545,"Vala, Shah and Kakar",643186.89,2025-10-07,2025-11-21,2026-01-22,62,paid,Medininagar,wholesaler,Net 45,high,raw materials
1546,41,489,INV-11546,Koshy-Padmanabhan,838213.96,2025-06-30,2025-07-15,,0,pending,Gangtok,retailer,Net 15,medium,retail order
